,Time,event,Ask Price 1,Bid Price 1,Ask Price 2,Bid Price 2,BidDiff,AskDiff,BidDiff2,AskDiff2,Date
0,0.034765749138803335,lo_inspread_Ask,45.01,44.97,45.02,44.96,,,,,6
1,0.034801980593019956,lo_inspread_Ask,45.0,44.97,45.01,44.96,0.0,-0.00999999999999801,0.0,-0.010000000000005116,6
2,0.034806999707234894,lo_inspread_Ask,44.99,44.97,45.0,44.96,0.0,-0.00999999999999801,0.0,-0.00999999999999801,6
3,0.035399429031278726,lo_inspread_Ask,44.98,44.97,44.99,44.96,0.0,-0.010000000000005116,0.0,-0.00999999999999801,6
4,2.2894677402936434,lo_deep_Bid,44.98,44.97,44.99,44.96,0.0,0.0,0.0,0.0,6
5,5.027417037064917,lo_deep_Ask,44.98,44.97,44.99,44.96,0.0,0.0,0.0,0.0,6
6,5.027433865722894,lo_deep_Ask,44.98,44.97,44.99,44.96,0.0,0.0,0.0,0.0,6
7,5.027451872153311,co_deep_Ask,44.98,44.97,44.99,44.96,0.0,0.0,0.0,0.0,6
8,5.027932906794026,lo_deep_Ask,44.98,44.97,44.99,44.96,0.0,0.0,0.0,0.0,6
9,5.027933582260822,co_deep_Ask,44.98,44.97,44.99,44.96,0.0,0.0,0.0,0.0,6
10,5.0281409906697885,lo_deep_Ask,44.98,44.97,44.99,44.96,0.0,0.0,0.0,0.0,6
11,5.028201200836515,lo_deep_Ask,44.98,44.97,44.99,44.96,0.0,0.0,0.0,0.0,6
12,5.028203238854363,mo_Bid,44.98,44.97,44.99,44.96,0.0,0.0,0.0,0.0,6
13,5.0282534451389935,mo_Bid,44.98,44.96,44.99,44.95,-0.00999999999999801,0.0,-0.00999999999999801,0.0,6
14,5.028327716768177,mo_Bid,44.98,44.96,44.99,44.95,0.0,0.0,0.0,0.0,6
15,5.028490867479972,co_deep_Ask,44.98,44.96,44.99,44.95,0.0,0.0,0.0,0.0,6
16,5.028511009281737,co_deep_Ask,44.98,44.96,44.99,44.95,0.0,0.0,0.0,0.0,6
17,5.028525103607411,lo_inspread_Bid,44.98,44.97,44.99,44.96,0.00999999999999801,0.0,0.00999999999999801,0.0,6
